"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","Source Path","Source File","Source File Index","Chirality 1","chembl_id","chembl_pref_name","Chirality 2","Chirality 3","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","Chirality 18","Chirality 19","Chirality 20","Chirality 21","Chirality 22","Chirality 23","Chirality 24","Chirality 25","Chirality 26","Chirality 27","Chirality 28","Chirality 29","Chirality 30","mmshare version","flags","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","Force Field","Energy","Chiralities Consistent","Variant","job name","tautomer probability","Chemistry Notes","EZ 2","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","EZ 9","EZ 10","EZ 11","EZ 12","EZ 13","EZ 14","EZ 15","EZ 16","PDB TITLE","PDB ID","PDB CLASSIFICATION","PDB DEPOSITION DATE","PDB format version","PDB RESOLUTION","PDB EXPDTA","PDB EXPDTA PH","PDB REMARK 350 Biomolecule 1 Chains","PDB REMARK 350 Biomolecule 1 Transformation 1","entry id backup","prepared","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","Potential Energy-OPLS3","RMS Derivative-OPLS3","Max Derivative-OPLS3","Stretch Energy-OPLS3","Bend Energy-OPLS3","LJ-14 Energy-OPLS3","El-14 Energy-OPLS3","Van der Waals Energy-OPLS3","Electrostatic Energy-OPLS3","Dihedral Energy-OPLS3","target temperature","ran impref","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty","Mark"
,"CHEMBL1592326","2300","chembl_ligands_with_ids.139","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",578,"8_S_6_9_12_36","CHEMBL1592326","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0504,0.0447,0.0057,0.0379,0.083,-1,1,"13_9_10_1_Z","OPLS3",53.286,true,"CHEMBL1592326-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",313,7,-3.088,-0.088,-0.289,-0.678,-3.126,-1.067,-0.151,0.000,-0.586,-28.723,-3.585,0.652,0.000,-38.074,-32.308,4.743,167,135,0.038,
,"CHEMBL4104740","2301","chembl_ligands_with_ids.419","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",579,"","CHEMBL4104740","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1185,0.1181,0.0004,0.1077,0.226,1,1,"","OPLS3",31.828,true,"CHEMBL4104740-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",822,14,-3.086,-0.077,-0.264,-0.658,-3.193,-0.802,0.000,0.000,-0.489,-32.015,-5.754,0.602,-0.040,-40.811,-37.770,8.164,228,264,0.108,
,"CHEMBL2059296","2302","chembl_ligands_with_ids.375","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",580,"19_R_18_1_20_47","CHEMBL2059296","None","22_R_21_27_23_50","23_S_32_22_24_51","24_R_28_23_25_52","25_R_31_26_24_53","26_S_27_25_29_54","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","OPLS3",29.777,true,"CHEMBL2059296-1","ligprep_6",1.000,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",744,9,-3.084,-0.096,-0.306,-0.691,-3.084,-0.723,-0.103,0.000,-0.334,-22.706,-7.874,0.392,0.000,-35.985,-30.580,0.714,1,260,0.000,
,"CHEMBL4073008","2303","chembl_ligands_with_ids.159","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",581,"","CHEMBL4073008","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1204,0.1196,0.0008,0.4705,0.590,1,1,"","OPLS3",29.355,true,"CHEMBL4073008-2","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",360,13,-3.083,-0.086,-0.283,-0.673,-3.553,-1.353,-0.209,0.000,-0.521,-30.712,-4.584,0.755,-0.001,-39.025,-35.296,9.362,234,363,0.470,
,"CHEMBL422","2304","chembl_ligands_with_ids.192","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",582,"","CHEMBL422","TRIFLUOPERAZINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0240,0.0222,0.0018,0.2801,0.302,1,1,"","OPLS3",61.007,true,"CHEMBL422-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",426,5,-3.082,-0.110,-0.334,-0.711,-3.362,-1.328,0.000,0.000,-0.918,-22.800,-2.852,0.472,-0.020,-29.240,-25.652,4.367,47,214,0.280,
,"CHEMBL1467976","2305","chembl_ligands_with_ids.101","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",583,"","CHEMBL1467976","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0003,0.0000,0.0003,0.0000,0.000,0,0,"9_12_18_20_E","OPLS3",39.683,true,"CHEMBL1467976-1","ligprep_6",1.000,"This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",251,7,-3.079,-0.099,-0.312,-0.694,-3.079,-1.442,0.000,0.000,-0.635,-30.536,-0.299,0.570,0.000,-35.313,-30.835,2.802,291,287,0.000,
,"CHEMBL46686","2306","chembl_ligands_with_ids.359","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",584,"","CHEMBL46686","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0204,0.0204,0.0000,0.7918,0.812,0,0,"","OPLS3",13.758,true,"CHEMBL46686-2","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",719,5,-3.077,-0.118,-0.351,-0.723,-3.868,-0.888,-0.445,0.000,-1.177,-29.214,-4.548,0.784,0.000,-40.840,-33.762,1.982,32,399,0.792,
,"CHEMBL4520673","2307","chembl_ligands_with_ids.15","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",585,"","CHEMBL4520673","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.2032,0.2032,0.0000,0.5150,0.718,-1,1,"3_2_10_11_Z","OPLS3",66.276,true,"CHEMBL4520673-2","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",32,3,-3.071,-0.099,-0.311,-0.693,-3.586,-0.999,-0.084,0.000,-0.924,-29.015,-3.061,0.330,0.000,-39.040,-32.077,2.734,29,31,0.515,
,"CHEMBL4759473","2308","chembl_ligands_with_ids.350","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",586,"2_ANR_1_4_9_18","CHEMBL4759473","None","3_ANS_1_5_7_19","6_ANR_4_5_10_20","23_S_11_24_25_51","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1332,0.1322,0.0010,0.4619,0.594,0,2,"","OPLS3",30.134,true,"CHEMBL4759473-2","ligprep_6",0.563,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",707,11,-3.069,-0.088,-0.287,-0.674,-3.531,-0.844,-0.288,0.000,-0.204,-23.771,-9.512,0.421,0.000,-37.155,-33.283,6.619,59,256,0.462,
,"CHEMBL1822870","2309","chembl_ligands_with_ids.517","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",587,"","CHEMBL1822870","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.4591,0.0647,0.3944,1.0135,1.078,1,1,"","OPLS3",39.662,true,"CHEMBL1822870-3","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",976,5,-3.069,-0.102,-0.318,-0.697,-4.082,-0.823,-0.320,0.000,-0.919,-26.241,-7.677,0.480,-0.037,-42.320,-33.918,0.819,18,255,1.014,
,"CHEMBL1822709","2310","chembl_ligands_with_ids.541","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",588,"","CHEMBL1822709","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.7585,0.1231,0.6353,1.5045,1.628,2,2,"","OPLS3",66.466,true,"CHEMBL1822709-6","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",1044,18,-3.064,-0.047,-0.190,-0.592,-4.569,-1.192,-0.041,0.000,-0.273,-39.044,-9.083,0.299,-0.046,-57.540,-48.127,10.639,14,9,1.504,
,"CHEMBL1813563","2311","chembl_ligands_with_ids.444","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",589,"29_S_63_37_26_79","CHEMBL1813563","None","31_S_62_30_33_80","39_S_61_41_40_90","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0919,0.0919,0.0000,0.0822,0.174,0,2,"28_44_52_51_E","OPLS3",89.415,true,"CHEMBL1813563-1","ligprep_6",,"This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",861,14,-3.064,-0.049,-0.193,-0.596,-3.146,-1.234,-0.076,0.000,-0.064,-37.156,0.539,0.071,-0.066,-42.071,-36.617,5.878,121,398,0.082,
,"CHEMBL43565","2312","chembl_ligands_with_ids.519","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",590,"","CHEMBL43565","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0383,0.0383,0.0000,1.1569,1.195,0,0,"","OPLS3",14.510,true,"CHEMBL43565-3","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",988,10,-3.061,-0.099,-0.310,-0.690,-4.218,-1.200,-0.511,0.000,-1.106,-34.695,-5.174,1.129,-0.020,-46.434,-39.869,6.676,309,314,1.157,
,"CHEMBL463914","2313","chembl_ligands_with_ids.360","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",591,"20_R_21_24_19_61","CHEMBL463914","MANOALIDE","22_R_21_23_17_62","28_R_27_29_24_65","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0091,0.0000,0.0091,0.0069,0.007,0,0,"4_5_6_1_Z","OPLS3",8.234,true,"CHEMBL463914-1","ligprep_6",,"This compound has an ester and may undergo hydrolysis at high or low pH. This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","8_9_13_15_E","22_17_18_19_Z","28_24_25_26_Z","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",721,9,-3.060,-0.102,-0.317,-0.695,-3.067,-0.786,-0.017,0.000,-1.016,-25.665,-5.075,0.797,0.000,-33.710,-30.740,5.126,143,83,0.007,
,"CHEMBL3114562","2314","chembl_ligands_with_ids.128","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",592,"22_R_23_1_26_52","CHEMBL3114562","None","24_R_23_25_27_53","25_S_29_24_26_54","26_R_30_22_25_55","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1484,0.1483,0.0002,0.1376,0.286,0,0,"","OPLS3",33.855,true,"CHEMBL3114562-1","ligprep_6",,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",293,15,-3.057,-0.096,-0.303,-0.684,-3.194,-1.466,0.000,0.000,-0.344,-29.154,-6.485,1.082,-0.036,-39.148,-35.639,5.932,131,384,0.138,
,"CHEMBL4063916","2315","chembl_ligands_with_ids.518","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",593,"","CHEMBL4063916","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,1.0198,0.0000,1.0198,1.0700,1.070,0,0,"","OPLS3",33.012,true,"CHEMBL4063916-2","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",985,14,-3.051,-0.085,-0.280,-0.666,-4.121,-1.176,-0.864,0.000,-0.145,-33.381,-7.366,0.849,-0.011,-45.677,-40.747,10.097,228,211,1.070,
,"CHEMBL4520673","2316","chembl_ligands_with_ids.15","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",594,"","CHEMBL4520673","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.2032,0.2032,0.0000,0.5150,0.718,-1,1,"1_2_10_11_E","OPLS3",68.159,true,"CHEMBL4520673-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",31,3,-3.048,-0.098,-0.309,-0.687,-3.563,-0.991,-0.072,0.000,-0.924,-28.852,-3.095,0.330,0.000,-38.857,-31.946,2.734,29,31,0.515,
,"CHEMBL492571","2317","chembl_ligands_with_ids.75","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",595,"","CHEMBL492571","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0012,0.0000,0.0012,0.1610,0.161,-1,1,"","OPLS3",43.165,true,"CHEMBL492571-1","ligprep_6",0.692,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",174,7,-3.047,-0.138,-0.388,-0.745,-3.208,-0.491,-0.758,0.000,-1.831,-21.379,-10.264,2.504,-0.023,-38.114,-31.643,5.131,48,25,0.161,
,"CHEMBL2059293","2318","chembl_ligands_with_ids.378","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",596,"3_S_21_6_2_23","CHEMBL2059293","None","6_R_3_5_7_20","9_R_5_10_14_16","10_R_9_11_8_15","12_S_17_11_13_19","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"1_4_5_9_E","OPLS3",33.031,true,"CHEMBL2059293-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",751,3,-3.044,-0.145,-0.400,-0.753,-3.044,-0.745,-0.057,0.000,-1.583,-15.625,-2.097,0.437,0.000,-19.503,-17.722,2.862,6,133,0.000,
,"CHEMBL1500600","2319","chembl_ligands_with_ids.60","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",597,"","CHEMBL1500600","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0001,0.0000,0.0001,0.0000,0.000,0,0,"","OPLS3",49.527,true,"CHEMBL1500600-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",145,6,-3.041,-0.095,-0.302,-0.681,-3.041,-1.197,0.000,0.000,-0.552,-30.365,-2.161,0.553,-0.003,-37.468,-32.526,1.611,22,163,0.000,
,"CHEMBL4087121","2320","chembl_ligands_with_ids.61","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",598,"","CHEMBL4087121","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1214,0.1205,0.0009,0.4730,0.594,1,1,"","OPLS3",26.435,true,"CHEMBL4087121-2","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",147,13,-3.035,-0.082,-0.273,-0.658,-3.508,-1.482,0.000,0.000,-0.338,-30.565,-4.536,0.571,-0.050,-38.695,-35.100,8.026,151,290,0.473,
,"CHEMBL1813568","2321","chembl_ligands_with_ids.534","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",599,"29_R_57_37_26_76","CHEMBL1813568","None","31_S_58_30_33_77","39_S_59_41_40_87","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0919,0.0919,0.0000,0.0822,0.174,0,2,"28_45_46_47_Z","OPLS3",74.634,true,"CHEMBL1813568-1","ligprep_6",,"This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",1026,14,-3.032,-0.051,-0.198,-0.595,-3.114,-0.552,0.000,0.000,-0.105,-32.567,-5.522,0.098,-0.099,-39.648,-38.090,13.277,129,186,0.082,
,"CHEMBL1389429","2322","chembl_ligands_with_ids.277","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",600,"8_S_6_9_12_35","CHEMBL1389429","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0510,0.0156,0.0355,0.0411,0.057,-1,1,"13_9_10_2_Z","OPLS3",58.355,true,"CHEMBL1389429-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",571,6,-3.031,-0.089,-0.289,-0.670,-3.072,-1.232,-0.149,0.000,-0.590,-33.340,0.170,0.554,-0.014,-39.744,-33.170,2.675,54,245,0.041,
,"CHEMBL3103513","2323","chembl_ligands_with_ids.450","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",601,"","CHEMBL3103513","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.7404,0.7404,0.0000,0.7664,1.507,-1,1,"","OPLS3",33.257,true,"CHEMBL3103513-2","ligprep_6",,"This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",872,3,-3.027,-0.126,-0.364,-0.725,-3.793,-0.514,-0.293,0.000,-1.581,-21.309,-4.724,0.368,0.000,-32.229,-26.033,1.106,6,239,0.766,
,"CHEMBL1822708","2324","chembl_ligands_with_ids.157","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",602,"","CHEMBL1822708","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,1.2715,0.1295,1.1420,1.8318,1.961,2,2,"","OPLS3",75.232,true,"CHEMBL1822708-9","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",351,16,-3.027,-0.048,-0.191,-0.589,-4.859,-1.733,-0.320,0.000,-0.283,-40.745,-4.806,0.274,-0.038,-54.214,-45.550,7.117,10,34,1.832,
,"CHEMBL51613","2325","chembl_ligands_with_ids.426","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",603,"","CHEMBL51613","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0070,0.0065,0.0005,1.3467,1.353,0,0,"","OPLS3",32.661,true,"CHEMBL51613-2","ligprep_6",0.116,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",834,2,-3.026,-0.159,-0.425,-0.767,-4.373,-0.534,-0.752,0.000,-1.686,-18.849,-5.657,0.418,-0.029,-30.910,-24.507,0.224,1,32,1.347,
,"CHEMBL4064427","2326","chembl_ligands_with_ids.412","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",604,"","CHEMBL4064427","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1552,0.1549,0.0002,0.2232,0.378,1,1,"","OPLS3",27.736,true,"CHEMBL4064427-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",810,11,-3.025,-0.098,-0.307,-0.682,-3.248,-1.810,0.000,0.000,-0.376,-32.060,-1.663,0.831,-0.040,-35.330,-33.723,9.567,293,99,0.223,
,"CHEMBL53307","2327","chembl_ligands_with_ids.326","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",605,"","CHEMBL53307","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0070,0.0065,0.0005,1.3467,1.353,0,0,"","OPLS3",28.235,true,"CHEMBL53307-2","ligprep_6",0.116,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",662,2,-3.025,-0.159,-0.425,-0.767,-4.372,-0.472,-0.781,0.000,-1.646,-19.823,-5.876,0.418,-0.018,-32.253,-25.700,0.445,6,337,1.347,
,"CHEMBL4061193","2328","chembl_ligands_with_ids.407","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",606,"","CHEMBL4061193","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.4107,0.411,0,0,"20_1_2_3_Z","OPLS3",60.734,true,"CHEMBL4061193-1","ligprep_6",0.500,"This compound has an ester and may undergo hydrolysis at high or low pH.","4_5_6_2_Z","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",802,6,-3.022,-0.094,-0.300,-0.677,-3.433,-1.046,-0.225,0.000,-0.893,-26.787,-3.217,0.553,0.000,-35.765,-30.004,1.464,242,206,0.411,
,"CHEMBL1771766","2329","chembl_ligands_with_ids.136","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",607,"","CHEMBL1771766","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1559,0.1508,0.0051,0.3916,0.542,1,1,"","OPLS3",43.842,true,"CHEMBL1771766-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",307,6,-3.022,-0.108,-0.328,-0.698,-3.414,-1.170,-0.011,0.000,-0.825,-27.640,-3.353,0.491,-0.014,-34.129,-30.993,5.424,21,363,0.392,
,"CHEMBL4089519","2330","chembl_ligands_with_ids.457","2024-01-16 14:44:46","2024-01-16 14:44:46","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",608,"","CHEMBL4089519","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.4107,0.411,0,0,"20_1_2_3_E","OPLS3",50.843,true,"CHEMBL4089519-2","ligprep_6",0.500,"","4_5_6_2_Z","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",886,3,-3.021,-0.121,-0.353,-0.716,-3.432,-0.830,0.000,0.000,-1.439,-21.811,-2.865,0.358,0.000,-29.178,-24.676,0.922,8,60,0.411,
